SAMPLEID	INDEX_NAME	INDEX_REGION	ni_total	li_total	nt_total	nt_Achnan_Navic	nt_LOW_N	nt_HIGH_N	nt_LOW_P	nt_HIGH_P	nt_BC_1	nt_BC_2	nt_BC_3	nt_BC_4	nt_BC_5	nt_BC_12	nt_BC_45	nt_PT_1	nt_PT_2	nt_PT_3	nt_PT_4	nt_PT_5	nt_PT_12	nt_SALINITY_1	nt_SALINITY_2	nt_SALINITY_3	nt_SALINITY_4	nt_SALINITY_12	nt_SALINITY_34	nt_O_1	nt_O_2	nt_O_3	nt_O_4	nt_O_5	nt_O_345	nt_SESTONIC_HABIT	nt_BENTHIC_HABIT	nt_BAHLS_1	nt_BAHLS_2	nt_BAHLS_3	nt_TROPHIC_1	nt_TROPHIC_2	nt_TROPHIC_3	nt_TROPHIC_4	nt_TROPHIC_5	nt_TROPHIC_6	nt_TROPHIC_7	nt_TROPHIC_456	nt_SAP_1	nt_SAP_2	nt_SAP_3	nt_SAP_4	nt_SAP_5	nt_NON_N_FIXER	nt_N_FIXER	nt_HIGHLY_MOTILE	nt_MODERATELY_MOTILE	nt_NON_MOTILE	nt_SLIGHTLY_MOTILE	nt_WEAKLY_MOTILE	nt_BIG	nt_SMALL	nt_MEDIUM	nt_VERY_BIG	nt_VERY_SMALL	nt_ADNATE	nt_STALKED	nt_HIGHLY_MOTILE.1	nt_ARAPHID	nt_DIAT_CL_1	nt_DIAT_CL_2	nt_BEN_SES_1	nt_BEN_SES_2	nt_DIAT_CA_1	nt_DIAT_CA_2	nt_DIAT_COND_1	nt_DIAT_COND_2	nt_DIATAS_TN_1	nt_DIATAS_TN_2	nt_DIATAS_TP_1	nt_DIATAS_TP_2	nt_MOTILITY_1	nt_MOTILITY_2	nt_NF_1	nt_NF_2	pi_Achnan_Navic	pi_HIGH_N	pi_LOW_N	pi_HIGH_P	pi_LOW_P	pi_BC_1	pi_BC_2	pi_BC_3	pi_BC_4	pi_BC_5	pi_PT_1	pi_PT_2	pi_PT_3	pi_PT_4	pi_PT_5	pi_PT_45	pi_SALINITY_1	pi_SALINITY_2	pi_SALINITY_3	pi_SALINITY_4	pi_O_1	pi_O_2	pi_O_3	pi_O_4	pi_O_5	pi_SESTONIC_HABIT	pi_BENTHIC_HABIT	pi_BAHLS_1	pi_BAHLS_2	pi_BAHLS_3	pi_TROPHIC_1	pi_TROPHIC_2	pi_TROPHIC_3	pi_TROPHIC_4	pi_TROPHIC_5	pi_TROPHIC_6	pi_TROPHIC_7	pi_SAP_1	pi_SAP_2	pi_SAP_3	pi_SAP_4	pi_SAP_5	pi_NON_N_FIXER	pi_N_FIXER	pi_HIGHLY_MOTILE	pi_MODERATELY_MOTILE	pi_NON_MOTILE	pi_SLIGHTLY_MOTILE	pi_WEAKLY_MOTILE	pi_BIG	pi_SMALL	pi_MEDIUM	pi_VERY_BIG	pi_VERY_SMALL	pi_ADNATE	pi_STALKED	pi_HIGHLY_MOTILE.1	pi_ARAPHID	pi_DIAT_CL_1	pi_DIAT_CL_1_ASSR	pi_DIAT_CL_2	pi_BEN_SES_1	pi_BEN_SES_2	pi_DIAT_CA_1	pi_DIAT_CA_2	pi_DIAT_COND_1	pi_DIAT_COND_2	pi_DIATAS_TN_1	pi_DIATAS_TN_2	pi_DIATAS_TP_1	pi_DIATAS_TP_2	pi_MOTILITY_1	pi_MOTILITY_2	pi_NF_1	pi_NF_2	pt_Achnan_Navic	pt_HIGH_N	pt_LOW_N	pt_HIGH_P	pt_LOW_P	pt_BC_1	pt_BC_2	pt_BC_3	pt_BC_4	pt_BC_5	pt_BC_12	pt_BC_45	pt_PT_1	pt_PT_2	pt_PT_3	pt_PT_4	pt_PT_5	pt_PT_12	pt_SALINITY_1	pt_SALINITY_2	pt_SALINITY_3	pt_SALINITY_4	pt_SALINITY_34	pt_O_1	pt_O_2	pt_O_3	pt_O_4	pt_O_5	pt_O_345	pt_SESTONIC_HABIT	pt_BENTHIC_HABIT	pt_BAHLS_1	pt_BAHLS_2	pt_BAHLS_3	pt_TROPHIC_1	pt_TROPHIC_2	pt_TROPHIC_3	pt_TROPHIC_4	pt_TROPHIC_5	pt_TROPHIC_6	pt_TROPHIC_7	pt_TROPHIC_456	pt_SAP_1	pt_SAP_2	pt_SAP_3	pt_SAP_4	pt_SAP_5	pt_NON_N_FIXER	pt_N_FIXER	pt_HIGHLY_MOTILE	pt_MODERATELY_MOTILE	pt_NON_MOTILE	pt_SLIGHTLY_MOTILE	pt_WEAKLY_MOTILE	pt_BIG	pt_SMALL	pt_MEDIUM	pt_VERY_BIG	pt_VERY_SMALL	pt_ADNATE	pt_STALKED	pt_HIGHLY_MOTILE.1	pt_ARAPHID	pt_DIAT_CL_1	pt_DIAT_CL_2	pt_BEN_SES_1	pt_BEN_SES_2	pt_DIAT_CA_1	pt_DIAT_CA_2	pt_DIAT_COND_1	pt_DIAT_COND_2	pt_DIATAS_TN_1	pt_DIATAS_TN_2	pt_DIATAS_TP_1	pt_DIATAS_TP_2	pt_MOTILITY_1	pt_MOTILITY_2	pt_NF_1	pt_NF_2	nt_Sens_810	nt_RefIndicators	nt_Tol_13	pi_Sens_810	pi_RefIndicators	pi_Tol_13	pt_Sens_810	pt_RefIndicators	pt_Tol_13	wa_POLL_TOL
AB26625	IDEM_2021_Diatoms	HIN	600	6.396929655	61	17	5	25	6	22	4	3	9	20	17	7	37	3	3	3	7	2	6	3	34	4	0	37	4	7	10	10	7	1	18	6	54	3	21	17	1	0	2	9	19	2	4	30	4	16	11	7	1	60	0	14	21	6	14	4	5	23	12	0	16	9	3	37	0	1	17	54	5	15	0	6	1	17	6	21	7	30	25	0	60	34.5	40.33333333	25.33333333	44	25.66666667	4.5	7.833333333	16.83333333	23.33333333	43.16666667	12	5.666666667	0.666666667	18	2	20	6	48.5	21.83333333	0	18	10	28.33333333	15.16666667	0.5	4.833333333	95.66666667	12.16666667	33.83333333	37.66666667	2.166666667	0	3.833333333	3.333333333	40.16666667	1.833333333	13.83333333	3.5	28.16666667	28.5	14.5	1.166666667	99.83333333	0	34.16666667	14.16666667	4.833333333	44.5	1.333333333	3.833333333	19.66666667	13.16666667	0	61	25.5	2.5	50.83333333	0	1	10.01674212	31	95.66666667	3.333333333	12.5	0	2.333333333	0.333333333	17.83333333	25.66666667	43.5	26.16666667	47.16666667	38.33333333	0	99.83333333	27.86885246	40.98360656	8.196721311	36.06557377	9.836065574	6.557377049	4.918032787	14.75409836	32.78688525	27.86885246	11.47540984	60.6557377	4.918032787	4.918032787	4.918032787	11.47540984	3.278688525	9.836065574	4.918032787	55.73770492	6.557377049	0	6.557377049	11.47540984	16.39344262	16.39344262	11.47540984	1.639344262	29.50819672	9.836065574	88.52459016	4.918032787	34.42622951	27.86885246	1.639344262	0	3.278688525	14.75409836	31.14754098	3.278688525	6.557377049	49.18032787	6.557377049	26.2295082	18.03278689	11.47540984	1.639344262	98.36065574	0	22.95081967	34.42622951	9.836065574	22.95081967	6.557377049	8.196721311	37.70491803	19.67213115	0	26.2295082	14.75409836	4.918032787	60.6557377	0	1.639344262	27.86885246	88.52459016	8.196721311	24.59016393	0	9.836065574	1.639344262	27.86885246	9.836065574	34.42622951	11.47540984	49.18032787	40.98360656	0	98.36065574	18	8	9	36.14864865	25.5	6.418918919	29.50819672	13.1147541	14.75409836	2.8
AB26626	IDEM_2021_Diatoms	LON	600	6.396929655	43	9	3	21	2	20	2	2	9	16	12	4	28	5	2	2	6	0	7	1	26	4	0	27	4	5	5	11	7	0	18	3	40	8	9	12	0	1	0	3	17	2	5	22	3	10	8	8	1	43	0	8	13	4	13	4	1	16	4	0	17	8	1	24	1	1	14	40	2	9	1	4	3	12	3	19	3	23	17	0	43	4.5	32.33333333	1	14.16666667	0.833333333	38.66666667	0.5	5.5	18.16666667	36	22.5	1.166666667	1	11.33333333	0	11.33333333	38.5	39.33333333	5.5	0	40	9.5	11.33333333	21.66666667	0	2.666666667	97.16666667	23	8.333333333	52.83333333	0	38.5	0	1.666666667	19.33333333	1.5	2.833333333	38.83333333	13	6.666666667	23.33333333	1.333333333	100	0	6.833333333	6.666666667	3.333333333	41.66666667	40.5	0.833333333	12.33333333	2.5	0	82.66666667	43.33333333	0.166666667	22.5	0.666666667	0.333333333	5.776715014	54.66666667	97.16666667	1.833333333	11.5	38.5	2.5	39	24.66666667	1	14	1	21.5	58	0	100	20.93023256	48.8372093	6.976744186	46.51162791	4.651162791	4.651162791	4.651162791	20.93023256	37.20930233	27.90697674	9.302325581	65.11627907	11.62790698	4.651162791	4.651162791	13.95348837	0	16.27906977	2.325581395	60.46511628	9.302325581	0	9.302325581	11.62790698	11.62790698	25.58139535	16.27906977	0	41.86046512	6.976744186	93.02325581	18.60465116	20.93023256	27.90697674	0	2.325581395	0	6.976744186	39.53488372	4.651162791	11.62790698	51.1627907	6.976744186	23.25581395	18.60465116	18.60465116	2.325581395	100	0	18.60465116	30.23255814	9.302325581	30.23255814	9.302325581	2.325581395	37.20930233	9.302325581	0	39.53488372	18.60465116	2.325581395	55.81395349	2.325581395	2.325581395	32.55813953	93.02325581	4.651162791	20.93023256	2.325581395	9.302325581	6.976744186	27.90697674	6.976744186	44.18604651	6.976744186	53.48837209	39.53488372	0	100	12	5	7	53.63790186	3	3.553299492	27.90697674	11.62790698	16.27906977	2.032407407
AB26627	IDEM_2021_Diatoms	HIN	600	6.396929655	39	11	3	21	2	20	1	1	6	16	13	2	29	3	2	2	6	0	5	2	21	8	0	23	8	2	6	12	6	1	19	4	35	5	14	10	1	1	0	3	20	2	3	25	2	12	10	6	1	39	0	10	14	5	6	3	2	16	8	0	9	5	2	23	1	2	11	35	3	10	0	4	0	13	2	20	2	20	17	0	39	6.666666667	45.33333333	17.33333333	45.5	1.833333333	0.166666667	1.333333333	16.83333333	14	66	24.5	9.5	0.5	4.666666667	0	4.666666667	1.166666667	63.66666667	29.66666667	0	16	8	38	29.16666667	1	6.333333333	96.5	26.66666667	35.16666667	25.16666667	1	0.166666667	0	3.333333333	48.33333333	2.833333333	16.83333333	1.166666667	25.5	37.66666667	27.83333333	2.333333333	100	0	40.16666667	6	21.83333333	29.33333333	2.333333333	3.333333333	16.83333333	5.333333333	0	72.5	2.5	0.333333333	47.66666667	15.5	1.666666667	12.9460771	23.16666667	96.5	3.166666667	8.333333333	0	2	0	18.16666667	1.833333333	45.5	1.833333333	45.16666667	32.5	0	100	28.20512821	53.84615385	7.692307692	51.28205128	5.128205128	2.564102564	2.564102564	15.38461538	41.02564103	33.33333333	5.128205128	74.35897436	7.692307692	5.128205128	5.128205128	15.38461538	0	12.82051282	5.128205128	53.84615385	20.51282051	0	20.51282051	5.128205128	15.38461538	30.76923077	15.38461538	2.564102564	48.71794872	10.25641026	89.74358974	12.82051282	35.8974359	25.64102564	2.564102564	2.564102564	0	7.692307692	51.28205128	5.128205128	7.692307692	64.1025641	5.128205128	30.76923077	25.64102564	15.38461538	2.564102564	100	0	25.64102564	35.8974359	12.82051282	15.38461538	7.692307692	5.128205128	41.02564103	20.51282051	0	23.07692308	12.82051282	5.128205128	58.97435897	2.564102564	5.128205128	28.20512821	89.74358974	7.692307692	25.64102564	0	10.25641026	0	33.33333333	5.128205128	51.28205128	5.128205128	51.28205128	43.58974359	0	100	8	2	8	20.93802345	1.833333333	6.700167504	20.51282051	5.128205128	20.51282051	1.625531915
AB26629	IDEM_2021_Diatoms	HIN	600	6.396929655	57	15	4	23	4	22	4	2	10	26	13	6	38	5	4	3	8	4	9	2	37	8	0	39	8	10	11	14	6	0	20	3	54	6	18	14	1	1	3	4	24	2	6	30	6	18	14	6	1	57	0	16	20	4	13	3	3	22	13	1	11	6	4	35	1	0	17	54	2	16	0	6	2	15	4	21	5	30	23	0	57	11.66666667	55.83333333	2.5	21.16666667	2.833333333	1.5	1	7.666666667	50.16666667	38	28.66666667	3.833333333	1.166666667	38.33333333	1	39.33333333	1.5	82.16666667	10.66666667	0	7.666666667	37.83333333	13.16666667	30.33333333	0	2.166666667	97.83333333	28.83333333	17.33333333	42.5	0.833333333	0.833333333	1	1.333333333	54.5	2.833333333	5.666666667	3.666666667	44.5	15.16666667	27.83333333	2.666666667	100	0	15.83333333	12	2.5	68.16666667	1.166666667	0.833333333	19.33333333	6.5	0.166666667	71.16666667	4.666666667	3.333333333	27.66666667	0.333333333	0	0	9.666666667	97.83333333	1.833333333	42.5	0	4.166666667	1.166666667	47.5	2.833333333	19	5	22.33333333	50.16666667	0	100	26.31578947	40.35087719	7.01754386	38.59649123	7.01754386	7.01754386	3.50877193	17.54385965	45.61403509	22.80701754	10.52631579	66.66666667	8.771929825	7.01754386	5.263157895	14.03508772	7.01754386	15.78947368	3.50877193	64.9122807	14.03508772	0	14.03508772	17.54385965	19.29824561	24.56140351	10.52631579	0	35.0877193	5.263157895	94.73684211	10.52631579	31.57894737	24.56140351	1.754385965	1.754385965	5.263157895	7.01754386	42.10526316	3.50877193	10.52631579	52.63157895	10.52631579	31.57894737	24.56140351	10.52631579	1.754385965	100	0	28.07017544	35.0877193	7.01754386	22.80701754	5.263157895	5.263157895	38.59649123	22.80701754	1.754385965	19.29824561	10.52631579	7.01754386	61.40350877	1.754385965	0	29.8245614	94.73684211	3.50877193	28.07017544	0	10.52631579	3.50877193	26.31578947	7.01754386	36.84210526	8.771929825	52.63157895	40.35087719	0	100	16	5	12	10.71428571	4.166666667	5.782312925	28.07017544	8.771929825	21.05263158	2.714611872
AB26630	IDEM_2021_Diatoms	HIN	600	6.396929655	38	7	3	18	3	18	2	1	4	17	10	3	27	2	2	3	6	2	4	2	22	3	2	24	5	4	7	9	4	1	14	3	35	4	11	11	1	0	0	4	18	1	2	23	3	11	8	4	1	38	0	9	13	4	7	4	4	15	6	0	8	3	3	24	1	0	9	35	2	11	0	4	0	14	2	17	4	19	17	0	38	6.333333333	80.16666667	0.5	68.66666667	0.5	0.333333333	0.166666667	1	23	73.83333333	11.66666667	2.833333333	1.5	13	0.333333333	13.33333333	0.666666667	34.5	57.83333333	1.666666667	2.333333333	14.16666667	60.83333333	12.16666667	1	2.5	96.66666667	12.33333333	63.33333333	14.83333333	0.5	0	0	9.5	69.16666667	0.333333333	3.166666667	1	18.5	61.33333333	12.83333333	0.333333333	100	0	71	7.666666667	2.666666667	16.16666667	1.5	1	22	3.333333333	0	71.5	0.833333333	1.166666667	78.83333333	0.166666667	0	0	13.33333333	96.66666667	2.333333333	7	0	0.833333333	0	22.66666667	0.333333333	68.5	0.666666667	76.66666667	11	0	100	18.42105263	47.36842105	7.894736842	47.36842105	7.894736842	5.263157895	2.631578947	10.52631579	44.73684211	26.31578947	7.894736842	71.05263158	5.263157895	5.263157895	7.894736842	15.78947368	5.263157895	10.52631579	5.263157895	57.89473684	7.894736842	5.263157895	13.15789474	10.52631579	18.42105263	23.68421053	10.52631579	2.631578947	36.84210526	7.894736842	92.10526316	10.52631579	28.94736842	28.94736842	2.631578947	0	0	10.52631579	47.36842105	2.631578947	5.263157895	60.52631579	7.894736842	28.94736842	21.05263158	10.52631579	2.631578947	100	0	23.68421053	34.21052632	10.52631579	18.42105263	10.52631579	10.52631579	39.47368421	15.78947368	0	21.05263158	7.894736842	7.894736842	63.15789474	2.631578947	0	23.68421053	92.10526316	5.263157895	28.94736842	0	10.52631579	0	36.84210526	5.263157895	44.73684211	10.52631579	50	44.73684211	0	100	11	3	6	5.218855219	2	3.703703704	28.94736842	7.894736842	15.78947368	2.573863636
AB26631	IDEM_2021_Diatoms	LON	600	6.396929655	55	14	5	24	4	21	6	4	9	13	16	10	29	4	3	2	7	3	7	6	32	7	1	38	8	13	10	9	5	2	16	2	53	5	18	13	1	2	2	7	20	3	6	30	7	16	11	6	2	55	0	12	20	4	15	3	2	19	12	0	16	6	3	35	2	0	20	53	1	16	2	4	3	18	3	20	5	34	18	0	55	6.833333333	35	7.333333333	20.5	2.5	2.5	1.166666667	8.333333333	23.33333333	62.33333333	53.66666667	1.333333333	0.833333333	16.83333333	0.5	17.33333333	3.5	85.66666667	6	0.333333333	12.5	18.33333333	7.333333333	53.66666667	0.333333333	0.333333333	99.5	54	10	25.33333333	0.666666667	0.333333333	1.166666667	3.166666667	26.83333333	5.333333333	8	2.666666667	27.83333333	8.166666667	50.83333333	4.333333333	100	0	13.83333333	7.833333333	5.5	71.5	1	0.333333333	15.66666667	4.833333333	0	77.33333333	2.666666667	0.666666667	23.16666667	5.166666667	0	0	13	99.5	0.166666667	21.83333333	0.333333333	1.333333333	0.5	29.16666667	2.166666667	19.66666667	3.333333333	19.66666667	31	0	100	25.45454545	43.63636364	9.090909091	38.18181818	7.272727273	10.90909091	7.272727273	16.36363636	23.63636364	29.09090909	18.18181818	52.72727273	7.272727273	5.454545455	3.636363636	12.72727273	5.454545455	12.72727273	10.90909091	58.18181818	12.72727273	1.818181818	14.54545455	23.63636364	18.18181818	16.36363636	9.090909091	3.636363636	29.09090909	3.636363636	96.36363636	9.090909091	32.72727273	23.63636364	1.818181818	3.636363636	3.636363636	12.72727273	36.36363636	5.454545455	10.90909091	54.54545455	12.72727273	29.09090909	20	10.90909091	3.636363636	100	0	21.81818182	36.36363636	7.272727273	27.27272727	5.454545455	3.636363636	34.54545455	21.81818182	0	29.09090909	10.90909091	5.454545455	63.63636364	3.636363636	0	36.36363636	96.36363636	1.818181818	29.09090909	3.636363636	7.272727273	5.454545455	32.72727273	5.454545455	36.36363636	9.090909091	61.81818182	32.72727273	0	100	13	6	10	14.02027027	5.333333333	2.702702703	23.63636364	10.90909091	18.18181818	1.758542141
AB26632	IDEM_2021_Diatoms	LON	600	6.396929655	49	18	4	23	5	18	3	4	7	18	12	7	30	5	4	1	6	0	9	2	32	6	0	34	6	7	6	9	7	0	16	1	49	6	20	11	1	0	3	4	23	1	5	28	6	11	11	7	1	49	0	9	24	2	14	0	2	21	10	0	13	7	5	29	1	2	16	49	0	15	0	7	1	17	4	17	6	24	21	0	49	29	75.5	2.666666667	17.5	4	1.5	1.166666667	4.5	67.66666667	15.5	7.333333333	4.666666667	0.666666667	48.33333333	0	48.33333333	1.5	91	5.166666667	0	9.166666667	47.83333333	8.5	9	0	0.166666667	100	7.5	30.83333333	50	0.166666667	0	1.666666667	13.83333333	53.16666667	2.5	13	3.833333333	64.83333333	19.16666667	5.5	2.5	100	0	19.83333333	32	1.166666667	47	0	2	47.33333333	4.833333333	0	45.33333333	3	2.333333333	50	1	0.666666667	8.174065319	37	100	0	53.66666667	0	3.5	1.333333333	71.66666667	3	17.16666667	4.333333333	44.66666667	50.33333333	0	100	36.73469388	46.93877551	8.163265306	36.73469388	10.20408163	6.12244898	8.163265306	14.28571429	36.73469388	24.48979592	14.28571429	61.2244898	10.20408163	8.163265306	2.040816327	12.24489796	0	18.36734694	4.081632653	65.30612245	12.24489796	0	12.24489796	14.28571429	12.24489796	18.36734694	14.28571429	0	32.65306122	2.040816327	100	12.24489796	40.81632653	22.44897959	2.040816327	0	6.12244898	8.163265306	46.93877551	2.040816327	10.20408163	57.14285714	12.24489796	22.44897959	22.44897959	14.28571429	2.040816327	100	0	18.36734694	48.97959184	4.081632653	28.57142857	0	4.081632653	42.85714286	20.40816327	0	26.53061224	14.28571429	10.20408163	59.18367347	2.040816327	4.081632653	32.65306122	100	0	30.6122449	0	14.28571429	2.040816327	34.69387755	8.163265306	34.69387755	12.24489796	48.97959184	42.85714286	0	100	14	6	6	10.21775544	7	3.182579564	28.57142857	12.24489796	12.24489796	3.475409836
AB26633	IDEM_2021_Diatoms	HIN	600	6.396929655	73	18	5	34	5	33	2	3	14	32	16	5	47	4	5	3	8	4	9	2	40	11	1	42	12	6	13	16	8	1	25	3	70	6	26	18	1	0	3	6	34	1	5	41	2	21	18	8	1	73	0	18	30	6	14	4	4	28	15	0	18	9	6	45	3	3	22	70	2	17	1	8	0	20	4	32	6	38	32	0	73	13.5	47.83333333	2.833333333	31.66666667	2.833333333	0.833333333	1.833333333	10.66666667	50.66666667	31.5	25.16666667	13.16666667	0.666666667	20.16666667	0.833333333	21	1.166666667	80.33333333	6.333333333	0.333333333	10.83333333	19	24.83333333	27.5	0.833333333	12.83333333	96	26.66666667	28.5	26	1	0	0.833333333	6.166666667	50	3.5	6.166666667	1.333333333	33.83333333	20.5	27.66666667	3.5	100	0	15.83333333	16.66666667	13.83333333	47	4.333333333	13.5	34	8.333333333	0	39.83333333	10.5	3	31.16666667	1	1.166666667	10.82234793	28	96	1.666666667	26.83333333	0.5	3.333333333	0	38.83333333	2.666666667	31	3.5	23.66666667	53	0	100	24.65753425	46.57534247	6.849315068	45.20547945	6.849315068	2.739726027	4.109589041	19.17808219	43.83561644	21.91780822	6.849315068	64.38356164	5.479452055	6.849315068	4.109589041	10.95890411	5.479452055	12.32876712	2.739726027	54.79452055	15.06849315	1.369863014	16.43835616	8.219178082	17.80821918	21.91780822	10.95890411	1.369863014	34.24657534	4.109589041	95.89041096	8.219178082	35.61643836	24.65753425	1.369863014	0	4.109589041	8.219178082	46.57534247	1.369863014	6.849315068	56.16438356	2.739726027	28.76712329	24.65753425	10.95890411	1.369863014	100	0	24.65753425	41.09589041	8.219178082	19.17808219	5.479452055	5.479452055	38.35616438	20.54794521	0	24.65753425	12.32876712	8.219178082	61.64383562	4.109589041	4.109589041	30.1369863	95.89041096	2.739726027	23.28767123	1.369863014	10.95890411	0	27.39726027	5.479452055	43.83561644	8.219178082	52.05479452	43.83561644	0	100	19	5	16	19.69178082	11.5	8.047945205	26.02739726	6.849315068	21.91780822	2.305555556
AB26634	IDEM_2021_Diatoms	LON	600	6.396929655	21	3	2	10	1	8	1	2	3	9	4	3	13	2	1	1	4	1	3	1	14	3	0	15	3	3	3	7	3	0	10	0	20	3	3	10	0	0	1	2	9	0	3	11	2	8	5	3	0	21	0	3	8	2	4	3	1	7	2	0	8	3	2	9	2	0	9	20	0	4	0	1	0	5	1	8	1	8	11	0	21	1.666666667	66.66666667	2	14.16666667	0.833333333	0.166666667	1.166666667	1.666666667	56.16666667	40.33333333	27.83333333	10.66666667	0.166666667	54.16666667	0.166666667	54.33333333	0.166666667	96.5	2	0	1.666666667	53.83333333	13.33333333	28.66666667	0	0	99.66666667	28.66666667	2	57.33333333	0	0	0.666666667	0.833333333	66	0	2	0.833333333	56.33333333	12.83333333	28.66666667	0	100	0	12	2.666666667	1.5	82.16666667	1.333333333	0.166666667	12.66666667	1.5	0	85	1.333333333	0.333333333	14.5	1.5	0	0	4.333333333	99.66666667	0	53.5	0	0.166666667	0	64.66666667	0.833333333	14.16666667	0.833333333	14.5	57.5	0	100	14.28571429	47.61904762	9.523809524	38.0952381	4.761904762	4.761904762	9.523809524	14.28571429	42.85714286	19.04761905	14.28571429	61.9047619	9.523809524	4.761904762	4.761904762	19.04761905	4.761904762	14.28571429	4.761904762	66.66666667	14.28571429	0	14.28571429	14.28571429	14.28571429	33.33333333	14.28571429	0	47.61904762	0	95.23809524	14.28571429	14.28571429	47.61904762	0	0	4.761904762	9.523809524	42.85714286	0	14.28571429	52.38095238	9.523809524	38.0952381	23.80952381	14.28571429	0	100	0	14.28571429	38.0952381	9.523809524	19.04761905	14.28571429	4.761904762	33.33333333	9.523809524	0	38.0952381	14.28571429	9.523809524	42.85714286	9.523809524	0	42.85714286	95.23809524	0	19.04761905	0	4.761904762	0	23.80952381	4.761904762	38.0952381	4.761904762	38.0952381	52.38095238	0	100	5	1	4	2.842809365	0.833333333	2.675585284	23.80952381	4.761904762	19.04761905	2.872759857
AB26635	IDEM_2021_Diatoms	HIN	600	6.396929655	88	19	6	33	5	34	5	8	14	34	17	13	50	5	5	3	9	5	10	5	49	12	0	54	12	12	17	16	8	1	25	5	82	8	25	22	1	0	5	5	37	3	8	45	9	26	17	8	1	87	0	19	35	11	16	5	5	30	17	0	22	9	6	51	6	3	24	82	4	26	1	11	3	20	3	33	6	46	35	0	87	13.33333333	58.66666667	3.666666667	39.83333333	1.5	1.833333333	2.166666667	11.66666667	46.16666667	30.16666667	11	7.333333333	2	28.33333333	1.5	29.83333333	2.833333333	67.5	14.83333333	0	8.666666667	29.33333333	23.83333333	15.66666667	0.666666667	4.166666667	96	12.16666667	27.66666667	37.33333333	1	0	2.166666667	3.166666667	58.16666667	3.5	6.166666667	5.166666667	40.66666667	23.16666667	12.66666667	2.666666667	99.83333333	0	21.33333333	20.33333333	8	43.16666667	5.666666667	2.833333333	29	13.16666667	0	49	9.666666667	2.166666667	40.83333333	3.833333333	0.666666667	8.174065319	19	96	2.5	37.66666667	0.166666667	7.166666667	0.833333333	41.83333333	0.666666667	39.16666667	2.166666667	38.66666667	51	0	99.83333333	21.59090909	37.5	6.818181818	38.63636364	5.681818182	5.681818182	9.090909091	15.90909091	38.63636364	19.31818182	14.77272727	56.81818182	5.681818182	5.681818182	3.409090909	10.22727273	5.681818182	11.36363636	5.681818182	55.68181818	13.63636364	0	13.63636364	13.63636364	19.31818182	18.18181818	9.090909091	1.136363636	28.40909091	5.681818182	93.18181818	9.090909091	28.40909091	25	1.136363636	0	5.681818182	5.681818182	42.04545455	3.409090909	9.090909091	51.13636364	10.22727273	29.54545455	19.31818182	9.090909091	1.136363636	98.86363636	0	21.59090909	39.77272727	12.5	18.18181818	5.681818182	5.681818182	34.09090909	19.31818182	0	25	10.22727273	6.818181818	57.95454545	6.818181818	3.409090909	27.27272727	93.18181818	4.545454545	29.54545455	1.136363636	12.5	3.409090909	22.72727273	3.409090909	37.5	6.818181818	52.27272727	39.77272727	0	98.86363636	21	5	18	17.15265866	3.5	12.34991424	23.86363636	5.681818182	20.45454545	3.03986711
AB26636	IDEM_2021_Diatoms	HIN	600	6.396929655	70	18	6	25	5	23	3	5	17	27	14	8	40	4	5	5	9	3	9	1	44	7	1	45	8	9	13	17	4	0	21	1	68	7	23	19	1	0	4	7	27	2	6	36	6	22	18	4	1	69	0	17	29	1	17	4	4	26	15	1	15	6	7	43	0	2	20	68	0	17	0	9	2	18	6	22	6	37	28	0	69	14.33333333	65.66666667	5.5	43	5.333333333	1.666666667	1	14.83333333	52.66666667	24.83333333	9.666666667	6	4.333333333	23.83333333	4.333333333	28.16666667	1.166666667	75.66666667	12.83333333	0.166666667	24	25.33333333	20.66666667	10.33333333	0	0.5	98	11.66666667	25.66666667	32.16666667	1.166666667	0	4.833333333	6.666666667	57.16666667	2.666666667	6.666666667	3.833333333	50	25.33333333	10	2.333333333	99.83333333	0	23	22.16666667	0.5	47.66666667	4.666666667	1.333333333	47.5	9.5	0.166666667	37.33333333	4.833333333	4.333333333	48.66666667	0	2	14.18970546	19.66666667	98	0	46	0	9.5	0.333333333	55.16666667	5.5	39.83333333	8.5	38.66666667	51.66666667	0	99.83333333	25.71428571	35.71428571	8.571428571	32.85714286	7.142857143	4.285714286	7.142857143	24.28571429	38.57142857	20	11.42857143	57.14285714	5.714285714	7.142857143	7.142857143	12.85714286	4.285714286	12.85714286	1.428571429	62.85714286	10	1.428571429	11.42857143	12.85714286	18.57142857	24.28571429	5.714285714	0	30	1.428571429	97.14285714	10	32.85714286	27.14285714	1.428571429	0	5.714285714	10	38.57142857	2.857142857	8.571428571	51.42857143	8.571428571	31.42857143	25.71428571	5.714285714	1.428571429	98.57142857	0	24.28571429	41.42857143	1.428571429	24.28571429	5.714285714	5.714285714	37.14285714	21.42857143	1.428571429	21.42857143	8.571428571	10	61.42857143	0	2.857142857	28.57142857	97.14285714	0	24.28571429	0	12.85714286	2.857142857	25.71428571	8.571428571	31.42857143	8.571428571	52.85714286	40	0	98.57142857	17	7	10	29.67409949	17	7.204116638	24.28571429	10	14.28571429	3.148788927
